code_site;adresse;operateur;mise_en_serv;mise_en_serv_4g;mise_en_serv_5g_3500;mise_en_serv_5g_700;type;ardt;geo_shape;geo_point_2d
75109_032_05;59 rue de Châteaudun;FREE MOBILE;2021-02-01T02:00:00+01:00;2021-02-01T02:00:00+01:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75009;"{""coordinates"": [2.332323000658565, 48.87621000012504], ""type"": ""Point""}";48.87621000012504,2.332323000658565
75110_005_05;15 à 19, rue du Terrage;FREE MOBILE;2017-07-19T04:00:00+02:00;2017-07-19T04:00:00+02:00;;;MACRO;75010;"{""coordinates"": [2.36287349983996, 48.87728999972475], ""type"": ""Point""}";48.87728999972475,2.36287349983996
75111_004_03;107 RUE PARMENTIER;FREE MOBILE;2015-11-23T02:00:00+01:00;2015-11-23T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75011;"{""coordinates"": [2.372800500648534, 48.86737200034221], ""type"": ""Point""}";48.86737200034221,2.372800500648534
75110_043_05;162 rue du Faubourg Saint-Denis;FREE MOBILE;2021-03-11T02:00:00+01:00;2021-03-11T02:00:00+01:00;2021-05-17T04:00:00+02:00;2021-12-30T02:00:00+01:00;MACRO;75010;"{""coordinates"": [2.35710450028622, 48.87907199962365], ""type"": ""Point""}";48.87907199962365,2.35710450028622
75112_005_01;121 BD SOULT;FREE MOBILE;2013-11-22T02:00:00+01:00;2013-11-22T02:00:00+01:00;;;MACRO;75012;"{""coordinates"": [2.410216395873082, 48.84498994480771], ""type"": ""Point""}";48.84498994480771,2.410216395873082
75112_008_08;12 avenue Maurice Ravel;FREE MOBILE;2019-07-05T04:00:00+02:00;2019-07-05T04:00:00+02:00;;;MACRO;75012;"{""coordinates"": [2.411673781840226, 48.84231666829227], ""type"": ""Point""}";48.84231666829227,2.411673781840226
75112_014_01;1 RUE LIBOURNE;FREE MOBILE;2013-04-17T04:00:00+02:00;2013-09-27T04:00:00+02:00;;2021-03-19T02:00:00+01:00;MACRO;75012;"{""coordinates"": [2.387204999922677, 48.83147099964331], ""type"": ""Point""}";48.83147099964331,2.387204999922677
75112_067_03;31-37 Boulevard Picpus;FREE MOBILE;2021-04-29T04:00:00+02:00;2021-04-29T04:00:00+02:00;2021-05-24T04:00:00+02:00;2021-05-24T04:00:00+02:00;MACRO;75012;"{""coordinates"": [2.401460999958008, 48.84366600044428], ""type"": ""Point""}";48.84366600044428,2.401460999958008
75113_010_04;2 RUE BRUNESEAU;FREE MOBILE;2016-11-07T02:00:00+01:00;2016-10-25T04:00:00+02:00;2021-03-19T02:00:00+01:00;2021-06-22T04:00:00+02:00;MACRO;75013;"{""coordinates"": [2.388010499564592, 48.82498199976507], ""type"": ""Point""}";48.82498199976507,2.388010499564592
75113_018_02;153 AVENUE D Italie;FREE MOBILE;2014-02-11T02:00:00+01:00;2014-02-07T02:00:00+01:00;;2021-12-24T02:00:00+01:00;MACRO;75013;"{""coordinates"": [2.359498500466065, 48.819924000122214], ""type"": ""Point""}";48.819924000122214,2.359498500466065
75114_005_02;18 RUE JONQUOY;FREE MOBILE;2015-10-09T04:00:00+02:00;2015-10-09T04:00:00+02:00;;2021-12-14T02:00:00+01:00;MACRO;75014;"{""coordinates"": [2.315461500194253, 48.82933800040362], ""type"": ""Point""}";48.82933800040362,2.315461500194253
75114_020_04;95 AVENUE DU MAINE;FREE MOBILE;2019-04-23T04:00:00+02:00;2019-05-03T04:00:00+02:00;2021-07-15T04:00:00+02:00;2021-03-19T02:00:00+01:00;MACRO;75014;"{""coordinates"": [2.3233275002709792, 48.837158999615816], ""type"": ""Point""}";48.837158999615816,2.3233275002709792
75114_054_01;4, BOULEVARD BRUNE;FREE MOBILE;2019-12-26T02:00:00+01:00;2019-12-26T02:00:00+01:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75014;"{""coordinates"": [2.3046434995752803, 48.827663999724855], ""type"": ""Point""}";48.827663999724855,2.3046434995752803
75115_009_06;2 RUE LECOURBE;FREE MOBILE;2017-07-12T04:00:00+02:00;2017-07-12T04:00:00+02:00;;;MACRO;75015;"{""coordinates"": [2.3104350004075123, 48.845016000002246], ""type"": ""Point""}";48.845016000002246,2.3104350004075123
75115_033_06;2 RUE MEILHAC;FREE MOBILE;2018-05-07T04:00:00+02:00;2018-05-07T04:00:00+02:00;;2021-11-16T02:00:00+01:00;MACRO;75015;"{""coordinates"": [2.297927482780935, 48.84521239999291], ""type"": ""Point""}";48.84521239999291,2.297927482780935
75115_074_01;40 BOULEVARD LEFEBVRE;FREE MOBILE;2018-05-11T04:00:00+02:00;2018-05-11T04:00:00+02:00;;;MACRO;75015;"{""coordinates"": [2.293002209333329, 48.8304955681645], ""type"": ""Point""}";48.8304955681645,2.293002209333329
75116_031_20;135 bis boulevard Murat;FREE MOBILE;2019-08-06T04:00:00+02:00;2019-08-27T04:00:00+02:00;2021-10-08T04:00:00+02:00;2021-10-08T04:00:00+02:00;MACRO;75016;"{""coordinates"": [2.260826999875198, 48.83710499973457], ""type"": ""Point""}";48.83710499973457,2.260826999875198
75116_099_03;92, boulevard Murat;FREE MOBILE;2020-08-27T04:00:00+02:00;2020-08-27T04:00:00+02:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75016;"{""coordinates"": [2.256070499669526, 48.840210000125595], ""type"": ""Point""}";48.840210000125595,2.256070499669526
75117_024_02;2 rue Villaret de Joyeuse;FREE MOBILE;2014-02-03T02:00:00+01:00;2014-02-03T02:00:00+01:00;;;MACRO;75017;"{""coordinates"": [2.289482999371847, 48.87622800005979], ""type"": ""Point""}";48.87622800005979,2.289482999371847
75117_052_01;55 Rue Nollet;FREE MOBILE;2017-11-21T02:00:00+01:00;2017-11-21T02:00:00+01:00;;;MACRO;75017;"{""coordinates"": [2.321217000128645, 48.88700999970359], ""type"": ""Point""}";48.88700999970359,2.321217000128645
75119_008_03;6 RUE BERNARD TETU;FREE MOBILE;2018-01-29T02:00:00+01:00;2018-01-29T02:00:00+01:00;;;MACRO;75019;"{""coordinates"": [2.376702000285134, 48.89528999955976], ""type"": ""Point""}";48.89528999955976,2.376702000285134
75119_063_01;69_71 rue de Meaux;FREE MOBILE;2019-07-22T04:00:00+02:00;2019-08-05T04:00:00+02:00;;;MACRO;75019;"{""coordinates"": [2.374902000128389, 48.88248299967866], ""type"": ""Point""}";48.88248299967866,2.374902000128389
75119_073_01;95, rue Manin 75019 Paris;FREE MOBILE;2020-07-09T04:00:00+02:00;2020-07-08T04:00:00+02:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75019;"{""coordinates"": [2.386390500442892, 48.88318499957413], ""type"": ""Point""}";48.88318499957413,2.386390500442892
T15229;10  rue  DU CHEVALIER ST GEORGES;BOUYGUES;2002-07-23T04:00:00+02:00;;;;MACRO;75001;"{""coordinates"": [2.325059561288987, 48.86847642735985], ""type"": ""Point""}";48.86847642735985,2.325059561288987
T15153;89  boulevard  SÉBASTOPOL;BOUYGUES;2010-03-19T02:00:00+01:00;;;;MACRO;75002;"{""coordinates"": [2.351650500087235, 48.86507700008946], ""type"": ""Point""}";48.86507700008946,2.351650500087235
T10638;2  rue  CARON;BOUYGUES;1998-09-11T04:00:00+02:00;;;;MACRO;75004;"{""coordinates"": [2.362594500441123, 48.85492500021527], ""type"": ""Point""}";48.85492500021527,2.362594500441123
T15744;29 BIS  rue  DES FRANCS BOURGEOIS;BOUYGUES;2001-04-03T04:00:00+02:00;;;;MACRO;75004;"{""coordinates"": [2.361370500235493, 48.857336999634015], ""type"": ""Point""}";48.857336999634015,2.361370500235493
T19468;7  rue  POULLETIER;BOUYGUES;2017-02-09T02:00:00+01:00;;;;MACRO;75004;"{""coordinates"": [2.358262308835629, 48.851566081983655], ""type"": ""Point""}";48.851566081983655,2.358262308835629
T96030;7 rue POULLETIER;BOUYGUES;2018-09-25T04:00:00+02:00;;;;MACRO;75004;"{""coordinates"": [2.358256500587621, 48.85155899989045], ""type"": ""Point""}";48.85155899989045,2.358256500587621
T10970;9  avenue  MATIGNON;BOUYGUES;1999-09-17T04:00:00+02:00;;;;MACRO;75008;"{""coordinates"": [2.311794000668861, 48.87007199984347], ""type"": ""Point""}";48.87007199984347,2.311794000668861
T15206;41  rue  BOISSY D'ANGLAS;BOUYGUES;2011-06-21T04:00:00+02:00;;;;MACRO;75008;"{""coordinates"": [2.322423000598872, 48.87007199979237], ""type"": ""Point""}";48.87007199979237,2.322423000598872
T15959;75  rue  D'AMSTERDAM;BOUYGUES;2015-05-02T04:00:00+02:00;;;;MACRO;75008;"{""coordinates"": [2.326999499761587, 48.88166399999357], ""type"": ""Point""}";48.88166399999357,2.326999499761587
T96151;20 RUE DE ROME;BOUYGUES;2021-07-19T04:00:00+02:00;;;;MACRO;75008;"{""coordinates"": [2.32371095435574, 48.876303739345936], ""type"": ""Point""}";48.876303739345936,2.32371095435574
T15892;9  place  DE LA BATAILLE DE STALINGRAD;BOUYGUES;2000-04-07T04:00:00+02:00;;;;MACRO;75010;"{""coordinates"": [2.368746000678504, 48.88345499960632], ""type"": ""Point""}";48.88345499960632,2.368746000678504
T11990;Route de la pyramide;BOUYGUES;2002-12-16T02:00:00+01:00;;;;MACRO;75012;"{""coordinates"": [2.421353378253227, 48.83497659718352], ""type"": ""Point""}";48.83497659718352,2.421353378253227
T15877;112  boulevard  BRUNE;BOUYGUES;2000-01-25T02:00:00+01:00;;;;MACRO;75014;"{""coordinates"": [2.320861500564406, 48.82406400026525], ""type"": ""Point""}";48.82406400026525,2.320861500564406
T15993;58 rue du THEATRE;BOUYGUES;2018-03-06T02:00:00+01:00;;;;MACRO;75015;"{""coordinates"": [2.289581999339818, 48.84825600026026], ""type"": ""Point""}";48.84825600026026,2.289581999339818
T15755;61  rue  LAURISTON;BOUYGUES;2002-07-10T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.290332242986554, 48.86952149056231], ""type"": ""Point""}";48.86952149056231,2.290332242986554
T15052;28-32  avenue  VICTOR HUGO;BOUYGUES;2002-11-13T02:00:00+01:00;;;;MACRO;75016;"{""coordinates"": [2.290566812180514, 48.8720529050956], ""type"": ""Point""}";48.8720529050956,2.290566812180514
T15901;15  Avenue MOZART;BOUYGUES;2018-06-26T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.272958999423668, 48.85712100022345], ""type"": ""Point""}";48.85712100022345,2.272958999423668
T15114;37  avenue  DU GENERAL SARRAIL;BOUYGUES;2016-02-15T02:00:00+01:00;;;;MACRO;75016;"{""coordinates"": [2.255224499474036, 48.84318900007267], ""type"": ""Point""}";48.84318900007267,2.255224499474036
T15721;133  avenue  DE WAGRAM;BOUYGUES;1999-12-16T02:00:00+01:00;;;;MACRO;75017;"{""coordinates"": [2.302015500654254, 48.883698000027664], ""type"": ""Point""}";48.883698000027664,2.302015500654254
T15728;46-48  avenue  DES TERNES;BOUYGUES;2001-03-13T02:00:00+01:00;;;;MACRO;75017;"{""coordinates"": [2.292435000172963, 48.87923400017113], ""type"": ""Point""}";48.87923400017113,2.292435000172963
T15776;92  quai  LOUIS BLÉRIOT;BOUYGUES;2001-09-24T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.272463691727692, 48.84520713743697], ""type"": ""Point""}";48.84520713743697,2.272463691727692
T10933;4  rue  DE CRIMÉE;BOUYGUES;1998-07-22T04:00:00+02:00;;;;MACRO;75019;"{""coordinates"": [2.392204500371945, 48.8774519996425], ""type"": ""Point""}";48.8774519996425,2.392204500371945
T15835;11  rue  PIXERECOURT;BOUYGUES;2000-12-14T02:00:00+01:00;;;;MACRO;75020;"{""coordinates"": [2.395255500261174, 48.870764999792485], ""type"": ""Point""}";48.870764999792485,2.395255500261174
T35656;118-120 RUE DE LAGNY;BOUYGUES;2021-10-11T04:00:00+02:00;;;;MACRO;75020;"{""coordinates"": [2.413894500182804, 48.849110999667786], ""type"": ""Point""}";48.849110999667786,2.413894500182804
00080156U8;8, Villa du Bel Air;ORANGE;;2013-09-25T04:00:00+02:00;;;Macro;75012;"{""coordinates"": [2.408741999582911, 48.84304500040283], ""type"": ""Point""}";48.84304500040283,2.408741999582911
00000043U7;27, bd jourdan cité int. univ. des arts et métiers;ORANGE;2012-07-05T04:00:00+02:00;2013-08-12T04:00:00+02:00;;;Macro;75014;"{""coordinates"": [2.337335087621001, 48.82042457459777], ""type"": ""Point""}";48.82042457459777,2.337335087621001
00022907U5;12, rue Duphot / 31, rue Cambon;ORANGE;2011-08-09T04:00:00+02:00;2018-12-20T02:00:00+01:00;;;Macro;75001;"{""coordinates"": [2.325694499849141, 48.868235999676706], ""type"": ""Point""}";48.868235999676706,2.325694499849141
00000206U8;5/6, sq georges contenot;ORANGE;2012-12-03T02:00:00+01:00;2013-05-17T04:00:00+02:00;2021-04-15T04:00:00+02:00;;Macro;75012;"{""coordinates"": [2.3962364999865873, 48.83721299967417], ""type"": ""Point""}";48.83721299967417,2.3962364999865873
00015055U5;6, rue Villaret de Joyeuse;ORANGE;2013-03-18T02:00:00+01:00;2013-08-29T04:00:00+02:00;;;Macro;75017;"{""coordinates"": [2.289865499965695, 48.87669599983874], ""type"": ""Point""}";48.87669599983874,2.289865499965695
00000007U8;173, rue marcadet;ORANGE;2013-07-17T04:00:00+02:00;2018-10-31T02:00:00+01:00;;;Macro;75018;"{""coordinates"": [2.336170500572709, 48.89144699983308], ""type"": ""Point""}";48.89144699983308,2.336170500572709
00080065U7;7, av mac mahon;ORANGE;2013-04-04T04:00:00+02:00;2020-03-13T02:00:00+01:00;;;Macro;75017;"{""coordinates"": [2.294460000603805, 48.87563400031627], ""type"": ""Point""}";48.87563400031627,2.294460000603805
00000053U8;7 RUE ROBERT HOUDIN;ORANGE;2012-04-24T04:00:00+02:00;2014-02-20T02:00:00+01:00;;;Macro;75011;"{""coordinates"": [2.375631000563742, 48.870512999883225], ""type"": ""Point""}";48.870512999883225,2.375631000563742
00000059U7;2, rue meilhac;ORANGE;2013-06-16T04:00:00+02:00;2013-07-10T04:00:00+02:00;2021-04-15T04:00:00+02:00;;Macro;75015;"{""coordinates"": [2.297951999638856, 48.84520499998853], ""type"": ""Point""}";48.84520499998853,2.297951999638856
00008235U3;30, rue Félicien David;ORANGE;2011-05-20T04:00:00+02:00;2013-03-27T02:00:00+01:00;;;Macro;75016;"{""coordinates"": [2.273534999344771, 48.8488500003729], ""type"": ""Point""}";48.8488500003729,2.273534999344771
00000436U7;8, rue jean calvin;ORANGE;2011-08-04T04:00:00+02:00;2013-06-12T04:00:00+02:00;2020-12-10T02:00:00+01:00;;Macro;75005;"{""coordinates"": [2.348779500164262, 48.84168600008257], ""type"": ""Point""}";48.84168600008257,2.348779500164262
00008768U5;8 bis rue de la fontaine au roi;ORANGE;2013-07-11T04:00:00+02:00;2013-08-12T04:00:00+02:00;;;Macro;75011;"{""coordinates"": [2.368984500188138, 48.868515000158126], ""type"": ""Point""}";48.868515000158126,2.368984500188138
00080195U7;65-67, rue raymond losserand;ORANGE;2011-03-03T02:00:00+01:00;2013-11-04T02:00:00+01:00;2020-12-16T02:00:00+01:00;;Macro;75014;"{""coordinates"": [2.318935500559037, 48.834288000225996], ""type"": ""Point""}";48.834288000225996,2.318935500559037
00000116U7;46, av des ternes;ORANGE;2013-05-10T04:00:00+02:00;2013-04-25T04:00:00+02:00;;;Macro;75017;"{""coordinates"": [2.292578999602961, 48.87919799987648], ""type"": ""Point""}";48.87919799987648,2.292578999602961
00000135U7;284, boulevard Saint Germain;ORANGE;2012-11-29T02:00:00+01:00;2013-12-04T02:00:00+01:00;;;Macro;75007;"{""coordinates"": [2.320501499756355, 48.86156700012999], ""type"": ""Point""}";48.86156700012999,2.320501499756355
00000082U7;8, rue dupleix;ORANGE;2011-04-13T04:00:00+02:00;2013-08-29T04:00:00+02:00;;;Macro;75015;"{""coordinates"": [2.298248999883793, 48.85192799994414], ""type"": ""Point""}";48.85192799994414,2.298248999883793
00023730U3;17 avenue de Saxe;ORANGE;2015-08-10T04:00:00+02:00;2015-08-04T04:00:00+02:00;;;Macro;75007;"{""coordinates"": [2.309107500301523, 48.849155999970755], ""type"": ""Point""}";48.849155999970755,2.309107500301523
757511;2 bis PLACE DE LA PORTE MAILLOT;SFR;;;2021-07-08T04:00:00+02:00;;Macro/NB-IOT;75017;"{""coordinates"": [2.2838040006664, 48.87860399997885], ""type"": ""Point""}";48.87860399997885,2.2838040006664
750024;22  AVENUE DE LA PORTE D ASNIERES;SFR;;;2021-05-12T04:00:00+02:00;;Macro/NB-IOT;75017;"{""coordinates"": [2.303325000605919, 48.89095199999463], ""type"": ""Point""}";48.89095199999463,2.303325000605919
750082;41  BOULEVARD DE STRASBOURG;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75010;"{""coordinates"": [2.355470999970208, 48.87189899983365], ""type"": ""Point""}";48.87189899983365,2.355470999970208
750091;76  AVENUE RAYMOND POINCARE;SFR;;;2021-04-07T04:00:00+02:00;;Macro/NB-IOT;75016;"{""coordinates"": [2.28573449958485, 48.868793999731835], ""type"": ""Point""}";48.868793999731835,2.28573449958485
750290;57  RUE EMERIAU;SFR;;;;;Macro/NB-IOT;75015;"{""coordinates"": [2.284924500471742, 48.848273999990795], ""type"": ""Point""}";48.848273999990795,2.284924500471742
750317;64  RUE DU MOULIN DES PRES;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75013;"{""coordinates"": [2.353477499822472, 48.82616999955596], ""type"": ""Point""}";48.82616999955596,2.353477499822472
750441;30  RUE NATIONALE;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75013;"{""coordinates"": [2.368352672673474, 48.823794884887825], ""type"": ""Point""}";48.823794884887825,2.368352672673474
750584;16  RUE WASHINGTON;SFR;;;;;Macro/NB-IOT;75008;"{""coordinates"": [2.302501499860409, 48.87273600038318], ""type"": ""Point""}";48.87273600038318,2.302501499860409
751114;51  RUE DE L ECHIQUIER;SFR;;;;;Macro;75010;"{""coordinates"": [2.348307000336736, 48.87187199960966], ""type"": ""Point""}";48.87187199960966,2.348307000336736
751132;21  RUE BALZAC;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75008;"{""coordinates"": [2.302199999916787, 48.87525599960143], ""type"": ""Point""}";48.87525599960143,2.302199999916787
751148;38  RUE DE LEVIS;SFR;;;;;Macro/NB-IOT;75017;"{""coordinates"": [2.314543500573194, 48.883140000248225], ""type"": ""Point""}";48.883140000248225,2.314543500573194
751259;55  RUE PETIT;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75019;"{""coordinates"": [2.386282500213921, 48.885668999755026], ""type"": ""Point""}";48.885668999755026,2.386282500213921
751279;247  RUE DE BELLEVILLE;SFR;;;2021-04-07T04:00:00+02:00;;Macro/NB-IOT;75019;"{""coordinates"": [2.397433500644026, 48.87564300019886], ""type"": ""Point""}";48.87564300019886,2.397433500644026
752905;32 RUE DE DOUAI;SFR;;;2021-12-31T02:00:00+01:00;;Macro/NB-IOT;75009;"{""coordinates"": [2.332714499922279, 48.88261800035465], ""type"": ""Point""}";48.88261800035465,2.332714499922279
753517;129  AVENUE PHILIPPE AUGUSTE;SFR;;;;;Macro;75011;"{""coordinates"": [2.389657500088209, 48.8580839995568], ""type"": ""Point""}";48.8580839995568,2.389657500088209
753551;18  RUE CHAUDRON;SFR;;;;;Macro/NB-IOT;75010;"{""coordinates"": [2.3651685005971412, 48.88346399995661], ""type"": ""Point""}";48.88346399995661,2.3651685005971412
753615;139  RUE D ABOUKIR;SFR;;;;;Macro;75002;"{""coordinates"": [2.351713499725876, 48.86922600001265], ""type"": ""Point""}";48.86922600001265,2.351713499725876
757215;102  RUE DE PROVENCE;SFR;;;;;Macro/NB-IOT;75009;"{""coordinates"": [2.329123500180039, 48.87427500003145], ""type"": ""Point""}";48.87427500003145,2.329123500180039
75101_017_01;4 rue Cambon;FREE MOBILE;2019-06-26T04:00:00+02:00;2019-06-25T04:00:00+02:00;;;MACRO;75001;"{""coordinates"": [2.325482999903484, 48.86646300027954], ""type"": ""Point""}";48.86646300027954,2.325482999903484
75102_007_05;25 boulevard Poissonnière;FREE MOBILE;2017-12-26T02:00:00+01:00;2017-12-26T02:00:00+01:00;;;MACRO;75002;"{""coordinates"": [2.34387379910657, 48.871184170873185], ""type"": ""Point""}";48.871184170873185,2.34387379910657
75104_012_01;4 RUE DE LA VERRERIE;FREE MOBILE;2015-11-03T02:00:00+01:00;2015-11-03T02:00:00+01:00;;;MACRO;75004;"{""coordinates"": [2.355457499976843, 48.85704899973403], ""type"": ""Point""}";48.85704899973403,2.355457499976843
75107_033_01;25 bis rue Constantine;FREE MOBILE;2016-12-05T02:00:00+01:00;2016-12-06T02:00:00+01:00;;;MACRO;75007;"{""coordinates"": [2.314826236943946, 48.85868763085725], ""type"": ""Point""}";48.85868763085725,2.314826236943946
75108_017_01;9 FAUBOURG ST HONORE;FREE MOBILE;2012-08-09T04:00:00+02:00;2013-08-27T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75008;"{""coordinates"": [2.322302714446185, 48.86857560231279], ""type"": ""Point""}";48.86857560231279,2.322302714446185
75110_004_02;11 RUE DES MESSAGERIES;FREE MOBILE;2013-01-04T02:00:00+01:00;2013-11-08T02:00:00+01:00;;2021-05-14T04:00:00+02:00;MACRO;75010;"{""coordinates"": [2.34983250060462, 48.87625499979031], ""type"": ""Point""}";48.87625499979031,2.34983250060462
75112_007_08;12, AVENUE DU BEL AIR;FREE MOBILE;2016-10-25T04:00:00+02:00;2016-10-25T04:00:00+02:00;2021-08-31T04:00:00+02:00;2021-03-19T02:00:00+01:00;MACRO;75012;"{""coordinates"": [2.398004999324062, 48.84615000009184], ""type"": ""Point""}";48.84615000009184,2.398004999324062
75113_021_02;22 RUE DE L'INTERNE LOEB;FREE MOBILE;2013-07-12T04:00:00+02:00;2013-12-02T02:00:00+01:00;;;MACRO;75013;"{""coordinates"": [2.353922999872381, 48.821921999913414], ""type"": ""Point""}";48.821921999913414,2.353922999872381
75114_046_07;71/77 BOULEVARD SAINT JACQUES;FREE MOBILE;2019-11-05T02:00:00+01:00;2019-11-05T02:00:00+01:00;;;MACRO;75014;"{""coordinates"": [2.334235500580518, 48.833343000213546], ""type"": ""Point""}";48.833343000213546,2.334235500580518
75115_042_01;107 RUE BLOMET;FREE MOBILE;2016-08-16T04:00:00+02:00;2016-08-16T04:00:00+02:00;;;MACRO;75015;"{""coordinates"": [2.298651295568368, 48.840267289934125], ""type"": ""Point""}";48.840267289934125,2.298651295568368
75117_005_01;81 BOULEVARD GOUVION ST CYR;FREE MOBILE;2012-05-07T04:00:00+02:00;2013-11-30T02:00:00+01:00;;2021-03-19T02:00:00+01:00;MACRO;75017;"{""coordinates"": [2.284965152801262, 48.87948649298971], ""type"": ""Point""}";48.87948649298971,2.284965152801262
75119_014_07;49/51/53 rue de l Ourcq;FREE MOBILE;2018-10-25T04:00:00+02:00;2018-10-25T04:00:00+02:00;;;MACRO;75019;"{""coordinates"": [2.381264999710096, 48.891104999892406], ""type"": ""Point""}";48.891104999892406,2.381264999710096
75119_023_02;8 RUE PREAULT;FREE MOBILE;2014-09-17T04:00:00+02:00;2014-09-17T04:00:00+02:00;;;MACRO;75019;"{""coordinates"": [2.382705000292439, 48.87751500038636], ""type"": ""Point""}";48.87751500038636,2.382705000292439
75119_033_03;192 boulevard de la Villette;FREE MOBILE;2019-06-07T04:00:00+02:00;2019-04-23T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75019;"{""coordinates"": [2.37053700024679, 48.882006000317034], ""type"": ""Point""}";48.882006000317034,2.37053700024679
75120_064_03;28 rue Planchat;FREE MOBILE;2021-06-25T04:00:00+02:00;2021-06-25T04:00:00+02:00;2021-07-29T04:00:00+02:00;2021-07-29T04:00:00+02:00;MACRO;75020;"{""coordinates"": [2.3983155004362002, 48.85382700025164], ""type"": ""Point""}";48.85382700025164,2.3983155004362002
75103_019_05;61 rue Beaubourg;FREE MOBILE;2021-11-04T02:00:00+01:00;2021-11-04T02:00:00+01:00;2021-11-09T02:00:00+01:00;2021-12-30T02:00:00+01:00;MACRO;75003;"{""coordinates"": [2.354300999883936, 48.863024999682224], ""type"": ""Point""}";48.863024999682224,2.354300999883936
T10628;122  rue  DE RIVOLI/ 1 RUE DECHARGEURS;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75001;"{""coordinates"": [2.345845500005885, 48.85963199991592], ""type"": ""Point""}";48.85963199991592,2.345845500005885
T15392;3  place  DES PYRAMIDES;BOUYGUES;2014-12-31T02:00:00+01:00;;;;MACRO;75001;"{""coordinates"": [2.332142999865801, 48.864114000098674], ""type"": ""Point""}";48.864114000098674,2.332142999865801
T15250;104  rue  D'ABOUKIR;BOUYGUES;2011-04-28T04:00:00+02:00;;;;MACRO;75002;"{""coordinates"": [2.349526908044488, 48.8684652039272], ""type"": ""Point""}";48.8684652039272,2.349526908044488
T10995;1  rue  DES FOSSÉS SAINT BERNARD;BOUYGUES;1999-12-09T02:00:00+01:00;;;;MACRO;75005;"{""coordinates"": [2.356233066196802, 48.849180499368565], ""type"": ""Point""}";48.849180499368565,2.356233066196802
T10549;5  rue  DUROC;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75007;"{""coordinates"": [2.313985499719795, 48.847751999585476], ""type"": ""Point""}";48.847751999585476,2.313985499719795
T15371;43/45 Rue de ROME;BOUYGUES;2018-02-02T02:00:00+01:00;;;;MACRO;75008;"{""coordinates"": [2.322368999326744, 48.878225999602556], ""type"": ""Point""}";48.878225999602556,2.322368999326744
T96552;112 RUE DU FAUBOURG SAINT HONORÉ;BOUYGUES;2020-05-27T04:00:00+02:00;;;;MACRO;75008;"{""coordinates"": [2.314773000478159, 48.871682999765696], ""type"": ""Point""}";48.871682999765696,2.314773000478159
T15798;197  boulevard  VOLTAIRE;BOUYGUES;2000-02-17T02:00:00+01:00;;;;MACRO;75011;"{""coordinates"": [2.388608999639489, 48.85300800041756], ""type"": ""Point""}";48.85300800041756,2.388608999639489
T16787;28 bis rue  DE CHALIGNY;BOUYGUES;2016-09-27T04:00:00+02:00;;;;MACRO;75012;"{""coordinates"": [2.384104499821387, 48.847905000324836], ""type"": ""Point""}";48.847905000324836,2.384104499821387
T10692;107  rue  BOBILLOT;BOUYGUES;1999-12-02T02:00:00+01:00;;;;MACRO;75013;"{""coordinates"": [2.34841050046472, 48.823703999960784], ""type"": ""Point""}";48.823703999960784,2.34841050046472
T10518;38  rue  LETELLIER;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.297146500554887, 48.847526999968444], ""type"": ""Point""}";48.847526999968444,2.297146500554887
T15822;2  square  DESNOUETTES;BOUYGUES;2000-04-07T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.283579000391211, 48.83481899995071], ""type"": ""Point""}";48.83481899995071,2.283579000391211
T10509;51-55  rue  DE L'ASSOMPTION;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.268281775379302, 48.85493751930407], ""type"": ""Point""}";48.85493751930407,2.268281775379302
T15774;59  rue  AUTEUIL;BOUYGUES;2000-05-10T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.263081499598973, 48.84787800042495], ""type"": ""Point""}";48.84787800042495,2.263081499598973
T15779;8  rue  DE LA PETITE ARCHE;BOUYGUES;2000-04-25T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.261470499981947, 48.83570099973578], ""type"": ""Point""}";48.83570099973578,2.261470499981947
