code_site;adresse;operateur;mise_en_serv;mise_en_serv_4g;mise_en_serv_5g_3500;mise_en_serv_5g_700;type;ardt;geo_shape;geo_point_2d
75101_015_03;3, rue de la Banque;FREE MOBILE;2019-04-23T04:00:00+02:00;2019-04-25T04:00:00+02:00;;2021-09-21T04:00:00+02:00;MACRO;75002;"{""coordinates"": [2.339996883038535, 48.86639970965771], ""type"": ""Point""}";48.86639970965771,2.339996883038535
75102_019_16;5_ETIENNE_MARCEL;FREE MOBILE;2019-07-16T04:00:00+02:00;2019-08-16T04:00:00+02:00;;;MACRO;75001;"{""coordinates"": [2.350246500451913, 48.863466000247186], ""type"": ""Point""}";48.863466000247186,2.350246500451913
75106_007_03;205 BOULEVARD RASPAIL;FREE MOBILE;2013-03-22T02:00:00+01:00;2020-12-28T02:00:00+01:00;;;MACRO;75014;"{""coordinates"": [2.330090999818673, 48.841407000065075], ""type"": ""Point""}";48.841407000065075,2.330090999818673
75107_006_11;23 avenue Duquesne;FREE MOBILE;2018-12-24T02:00:00+01:00;2018-12-10T02:00:00+01:00;;;MACRO;75007;"{""coordinates"": [2.309013000565657, 48.85264799987858], ""type"": ""Point""}";48.85264799987858,2.309013000565657
75107_009_14;17 boulevard Raspail;FREE MOBILE;2017-09-07T04:00:00+02:00;2017-09-07T04:00:00+02:00;;;MACRO;75007;"{""coordinates"": [2.326329000303841, 48.85404300001973], ""type"": ""Point""}";48.85404300001973,2.326329000303841
75108_053_09;55 rue de Ponthieu;FREE MOBILE;2019-05-31T04:00:00+02:00;2019-05-31T04:00:00+02:00;2022-01-04T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75008;"{""coordinates"": [2.305637999635199, 48.87188099992661], ""type"": ""Point""}";48.87188099992661,2.305637999635199
75108_073_01;33 rue de Liège 75008 Paris;FREE MOBILE;2020-11-04T02:00:00+01:00;2020-11-04T02:00:00+01:00;2021-03-19T02:00:00+01:00;2021-03-19T02:00:00+01:00;MACRO;75008;"{""coordinates"": [2.32580249946687, 48.87935999956017], ""type"": ""Point""}";48.87935999956017,2.32580249946687
75109_005_06;37 RUE DE BELLEFOND;FREE MOBILE;2013-06-12T04:00:00+02:00;2014-07-21T04:00:00+02:00;;;MACRO;75009;"{""coordinates"": [2.345706000097977, 48.8781089999677], ""type"": ""Point""}";48.8781089999677,2.345706000097977
75109_002_03;51 RUE SAINT GEORGES;FREE MOBILE;2012-10-30T02:00:00+01:00;2013-12-19T02:00:00+01:00;;2021-05-25T04:00:00+02:00;MACRO;75009;"{""coordinates"": [2.33739265688819, 48.87815326218376], ""type"": ""Point""}";48.87815326218376,2.33739265688819
75109_014_01;20 rue La Fayette;FREE MOBILE;2017-06-20T04:00:00+02:00;2017-06-20T04:00:00+02:00;;;MACRO;75009;"{""coordinates"": [2.3359949998147203, 48.8736900002213], ""type"": ""Point""}";48.8736900002213,2.3359949998147203
75109_030_05;34 Boulevard des Italiens;FREE MOBILE;2019-06-18T04:00:00+02:00;2019-06-19T04:00:00+02:00;;2021-05-14T04:00:00+02:00;MACRO;75009;"{""coordinates"": [2.335112999712747, 48.87130499963847], ""type"": ""Point""}";48.87130499963847,2.335112999712747
75110_048_01;251 rue du Faubourg Saint-Martin;FREE MOBILE;2019-06-10T04:00:00+02:00;2019-06-12T04:00:00+02:00;;2021-05-25T04:00:00+02:00;MACRO;75010;"{""coordinates"": [2.36724299931391, 48.882978000384185], ""type"": ""Point""}";48.882978000384185,2.36724299931391
75111_010_03;57 RUE DE MONTREUIL;FREE MOBILE;2014-12-10T02:00:00+01:00;2014-12-10T02:00:00+01:00;;;MACRO;75011;"{""coordinates"": [2.389499386030362, 48.85055930687759], ""type"": ""Point""}";48.85055930687759,2.389499386030362
75112_020_02;8_DUBOIS_75013;FREE MOBILE;2014-01-07T02:00:00+01:00;2014-01-07T02:00:00+01:00;;;MACRO;75012;"{""coordinates"": [2.406271499880935, 48.83414399991185], ""type"": ""Point""}";48.83414399991185,2.406271499880935
75116_005_01;1 PLACE DU MARECHAL DE LATTRE DE TASSIGNY;FREE MOBILE;2012-06-27T04:00:00+02:00;2013-09-30T04:00:00+02:00;;2021-03-19T02:00:00+01:00;MACRO;75016;"{""coordinates"": [2.274870507966225, 48.87245433843834], ""type"": ""Point""}";48.87245433843834,2.274870507966225
75116_106_01;14 rue Félicien David;FREE MOBILE;2018-05-11T04:00:00+02:00;2018-05-11T04:00:00+02:00;;;MACRO;75016;"{""coordinates"": [2.274983999439457, 48.85032599959873], ""type"": ""Point""}";48.85032599959873,2.274983999439457
75117_001_01;8 RUE EPINETTES;FREE MOBILE;2012-06-25T04:00:00+02:00;2013-11-20T02:00:00+01:00;;2021-03-19T02:00:00+01:00;MACRO;75017;"{""coordinates"": [2.321880967628295, 48.894362618412714], ""type"": ""Point""}";48.894362618412714,2.321880967628295
75117_038_01;85 RUE AMPERE;FREE MOBILE;2015-01-21T02:00:00+01:00;2016-10-17T04:00:00+02:00;;;MACRO;75017;"{""coordinates"": [2.299225093084551, 48.88522786581688], ""type"": ""Point""}";48.88522786581688,2.299225093084551
75118_002_03;2 RUE RAYMOND QUENEAU;FREE MOBILE;2015-04-13T04:00:00+02:00;2015-04-13T04:00:00+02:00;;;MACRO;75018;"{""coordinates"": [2.361990549011856, 48.895438022181246], ""type"": ""Point""}";48.895438022181246,2.361990549011856
75118_019_05;51 RUE LETORT;FREE MOBILE;2014-05-12T04:00:00+02:00;2014-06-19T04:00:00+02:00;;;MACRO;75018;"{""coordinates"": [2.343636000240522, 48.89657699976129], ""type"": ""Point""}";48.89657699976129,2.343636000240522
75118_032_02;28 RUE ORSEL;FREE MOBILE;2014-02-27T02:00:00+01:00;2014-02-27T02:00:00+01:00;;;MACRO;75018;"{""coordinates"": [2.34369379659496, 48.88382621854142], ""type"": ""Point""}";48.88382621854142,2.34369379659496
75118_042_01;13 rue des Abbesses;FREE MOBILE;2016-09-22T04:00:00+02:00;2016-10-04T04:00:00+02:00;;;MACRO;75018;"{""coordinates"": [2.338568902760787, 48.884072682966206], ""type"": ""Point""}";48.884072682966206,2.338568902760787
75118_066_02;10 rue Feutrier;FREE MOBILE;2019-04-23T04:00:00+02:00;2019-04-11T04:00:00+02:00;;;MACRO;75018;"{""coordinates"": [2.34664650012891, 48.88633499982343], ""type"": ""Point""}";48.88633499982343,2.34664650012891
75112_071_02;100 quai de la Râpée;FREE MOBILE;2021-08-13T04:00:00+02:00;2021-08-13T04:00:00+02:00;2021-08-17T04:00:00+02:00;2021-08-17T04:00:00+02:00;MACRO;75012;"{""coordinates"": [2.367252000576414, 48.846276000083215], ""type"": ""Point""}";48.846276000083215,2.367252000576414
T15749;15  rue  CHAPON;BOUYGUES;2001-01-08T02:00:00+01:00;;;;MACRO;75003;"{""coordinates"": [2.356281000623767, 48.863285999777695], ""type"": ""Point""}";48.863285999777695,2.356281000623767
T15256;59  rue  DE BRETAGNE;BOUYGUES;2015-09-30T04:00:00+02:00;;;;MACRO;75003;"{""coordinates"": [2.360475000142594, 48.86398799996754], ""type"": ""Point""}";48.86398799996754,2.360475000142594
T10557;23  rue  SERVANDONI;BOUYGUES;2003-10-15T04:00:00+02:00;;;;MACRO;75006;"{""coordinates"": [2.334852000209385, 48.849390000318685], ""type"": ""Point""}";48.849390000318685,2.334852000209385
T10666;38  rue  DE DUNKERQUE;BOUYGUES;2001-01-08T02:00:00+01:00;;;;MACRO;75009;"{""coordinates"": [2.349611999813045, 48.88122300039898], ""type"": ""Point""}";48.88122300039898,2.349611999813045
T10676;41  boulevard  DE STRASBOURG;BOUYGUES;1999-09-08T04:00:00+02:00;;;;MACRO;75010;"{""coordinates"": [2.355479404601478, 48.87191367822456], ""type"": ""Point""}";48.87191367822456,2.355479404601478
T10678;156  rue  DU FAUBOURG ST DENIS;BOUYGUES;2001-11-15T02:00:00+01:00;;;;MACRO;75010;"{""coordinates"": [2.356933500134396, 48.87873000032111], ""type"": ""Point""}";48.87873000032111,2.356933500134396
T10936;204  rue  DE LA ROQUETTE;BOUYGUES;1998-06-22T04:00:00+02:00;;;;MACRO;75011;"{""coordinates"": [2.388442499624069, 48.859668000275406], ""type"": ""Point""}";48.859668000275406,2.388442499624069
T15794;121-125  avenue  LEDRU-ROLLIN;BOUYGUES;2000-05-24T04:00:00+02:00;;;;MACRO;75011;"{""coordinates"": [2.377660499634934, 48.85422299960314], ""type"": ""Point""}";48.85422299960314,2.377660499634934
T15233;17  impasse  TRUILLOT;BOUYGUES;2009-12-11T02:00:00+01:00;;;;MACRO;75011;"{""coordinates"": [2.374080797206275, 48.86016896655247], ""type"": ""Point""}";48.86016896655247,2.374080797206275
T10681;62-86  allée  DE BERCY;BOUYGUES;2001-03-23T02:00:00+01:00;;;;MACRO;75012;"{""coordinates"": [2.374695000611224, 48.843359999662084], ""type"": ""Point""}";48.843359999662084,2.374695000611224
T15150;40  avenue  DU TERROIR DE FRANCE;BOUYGUES;2001-08-10T04:00:00+02:00;;;;MACRO;75012;"{""coordinates"": [2.388684722004872, 48.83191714521335], ""type"": ""Point""}";48.83191714521335,2.388684722004872
T10945;106  boulevard  KELLERMANN;BOUYGUES;1997-07-28T04:00:00+02:00;;;;MACRO;75013;"{""coordinates"": [2.34515249998419, 48.81964500037486], ""type"": ""Point""}";48.81964500037486,2.34515249998419
T10686;13  avenue  DE LA SOEUR ROSALIE;BOUYGUES;2000-01-18T02:00:00+01:00;;;;MACRO;75013;"{""coordinates"": [2.353025291345401, 48.8319184913127], ""type"": ""Point""}";48.8319184913127,2.353025291345401
T15872;63  rue  DES PLANTES;BOUYGUES;2000-01-25T02:00:00+01:00;;;;MACRO;75014;"{""coordinates"": [2.320028999703956, 48.82647600013541], ""type"": ""Point""}";48.82647600013541,2.320028999703956
T15871;10  rue  PIERRE LAROUSSE;BOUYGUES;2000-03-20T02:00:00+01:00;;;;MACRO;75014;"{""coordinates"": [2.315192396634082, 48.828450344076444], ""type"": ""Point""}";48.828450344076444,2.315192396634082
T10946;24-32  rue  DE LA PROCESSION;BOUYGUES;1997-08-11T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.306818702466761, 48.83835952818808], ""type"": ""Point""}";48.83835952818808,2.306818702466761
T10925;40  rue  LACEPEDE;BOUYGUES;1998-10-02T04:00:00+02:00;;;;MACRO;75005;"{""coordinates"": [2.350453499347541, 48.84427799975882], ""type"": ""Point""}";48.84427799975882,2.350453499347541
T10648;12  rue  CESAR FRANCK;BOUYGUES;2000-03-15T02:00:00+01:00;;;;MACRO;75015;"{""coordinates"": [2.308886999380646, 48.847194000030164], ""type"": ""Point""}";48.847194000030164,2.308886999380646
T16796;8 bis rue  DE L'ARRIVEE;BOUYGUES;2015-03-04T02:00:00+01:00;;;;MACRO;75015;"{""coordinates"": [2.322216000608635, 48.84372000018804], ""type"": ""Point""}";48.84372000018804,2.322216000608635
T16714;42/52 RUE DE L'EGLISE;BOUYGUES;2019-02-04T02:00:00+01:00;;;;MACRO;75015;"{""coordinates"": [2.288807999729208, 48.84381900009023], ""type"": ""Point""}";48.84381900009023,2.288807999729208
T16715;5 RUE DE L'ABBE GROULT;BOUYGUES;2020-10-30T02:00:00+01:00;;;;MACRO;75015;"{""coordinates"": [2.293645499326506, 48.84307200033123], ""type"": ""Point""}";48.84307200033123,2.293645499326506
T10504;54  avenue  VICTOR HUGO;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.287744225491286, 48.870847956388566], ""type"": ""Point""}";48.870847956388566,2.287744225491286
T15769;2-4-6  rue  FLORENCE BLUMENTHAL;BOUYGUES;2001-05-03T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.275254000135623, 48.85009200025519], ""type"": ""Point""}";48.85009200025519,2.275254000135623
T15066;104-108  rue  DE LONGCHAMPS;BOUYGUES;2001-11-20T02:00:00+01:00;;;;MACRO;75016;"{""coordinates"": [2.280874499691355, 48.86638199970882], ""type"": ""Point""}";48.86638199970882,2.280874499691355
T35676;20 RUE SPONTINI;BOUYGUES;2021-08-19T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.278315147749558, 48.87006138383934], ""type"": ""Point""}";48.87006138383934,2.278315147749558
T10537;5  rue  DE CHAZELLES;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75017;"{""coordinates"": [2.303865000609686, 48.87975600002028], ""type"": ""Point""}";48.87975600002028,2.303865000609686
T15069;1  rue  VERNIQUET;BOUYGUES;2004-02-19T02:00:00+01:00;;;;MACRO;75017;"{""coordinates"": [2.300417999337074, 48.88681199995013], ""type"": ""Point""}";48.88681199995013,2.300417999337074
T10560;59  rue  EUGENE CARRIERE;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75018;"{""coordinates"": [2.333551499472521, 48.892697999980825], ""type"": ""Point""}";48.892697999980825,2.333551499472521
T10603;2-4  rue  RAYMOND QUENEAU;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75018;"{""coordinates"": [2.361928499358954, 48.89544300026672], ""type"": ""Point""}";48.89544300026672,2.361928499358954
T10659;1-3  rue  GASTON DARBOUX;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75018;"{""coordinates"": [2.369839500596487, 48.899132999712], ""type"": ""Point""}";48.899132999712,2.369839500596487
T10969;3  rue  CAULAINCOURT;BOUYGUES;1998-05-27T04:00:00+02:00;;;;MACRO;75018;"{""coordinates"": [2.3299850634368, 48.88505512021696], ""type"": ""Point""}";48.88505512021696,2.3299850634368
T10908;59-65  rue  DE FLANDRES / 25 RUE RIQUET;BOUYGUES;1998-07-24T04:00:00+02:00;;;;MACRO;75019;"{""coordinates"": [2.373430499724051, 48.888513000013766], ""type"": ""Point""}";48.888513000013766,2.373430499724051
00015050U5;18-22, rue Philibert Delorme;ORANGE;2014-04-30T04:00:00+02:00;2014-04-29T04:00:00+02:00;;;Macro;75017;"{""coordinates"": [2.303086500255354, 48.88890000043959], ""type"": ""Point""}";48.88890000043959,2.303086500255354
00000018U8;27, rue édouard pailleron;ORANGE;2012-07-09T04:00:00+02:00;2013-06-10T04:00:00+02:00;;;Macro;75019;"{""coordinates"": [2.377939500076122, 48.881124000115], ""type"": ""Point""}";48.881124000115,2.377939500076122
00030849U1;24, Allée des Frères Voisin Paris;ORANGE;2021-06-10T04:00:00+02:00;2021-06-10T04:00:00+02:00;;;Macro;75015;"{""coordinates"": [2.2707495006121032, 48.82864499982655], ""type"": ""Point""}";48.82864499982655,2.2707495006121032
00005575U7;27 bis, Avenue de Villiers;ORANGE;;2014-10-29T02:00:00+01:00;;;Macro;75017;"{""coordinates"": [2.312437500482952, 48.88203299978258], ""type"": ""Point""}";48.88203299978258,2.312437500482952
00008218U5;20 Rue Abel;ORANGE;;2014-05-22T04:00:00+02:00;;;Macro;75012;"{""coordinates"": [2.376058500491133, 48.84814800032319], ""type"": ""Point""}";48.84814800032319,2.376058500491133
00021927U5;11 Rue Forest;ORANGE;2014-06-12T04:00:00+02:00;2014-06-12T04:00:00+02:00;2019-07-11T04:00:00+02:00;;Macro;75018;"{""coordinates"": [2.329172999706774, 48.88546200041934], ""type"": ""Point""}";48.88546200041934,2.329172999706774
00027440U5;143 Avenue de Malakoff;ORANGE;2017-12-15T02:00:00+01:00;2017-12-15T02:00:00+01:00;;;Macro;75016;"{""coordinates"": [2.283659999782575, 48.87555300001616], ""type"": ""Point""}";48.87555300001616,2.283659999782575
00080168U8;15b, bd st denis;ORANGE;2014-12-11T02:00:00+01:00;2015-01-29T02:00:00+01:00;;;Macro;75002;"{""coordinates"": [2.353549500302557, 48.86930699972834], ""type"": ""Point""}";48.86930699972834,2.353549500302557
00000227U8;17 rue du faubourg poissonnières;ORANGE;2012-12-18T02:00:00+01:00;2013-09-26T04:00:00+02:00;2019-04-04T04:00:00+02:00;;Macro;75009;"{""coordinates"": [2.34779176738679, 48.87229249512267], ""type"": ""Point""}";48.87229249512267,2.34779176738679
00000079U7;1, rue Lafontaine;ORANGE;2011-09-05T04:00:00+02:00;2013-06-06T04:00:00+02:00;;;Macro;75016;"{""coordinates"": [2.275514999722903, 48.852567000148746], ""type"": ""Point""}";48.852567000148746,2.275514999722903
00080172U8;20 rue Gérando;ORANGE;2014-04-09T04:00:00+02:00;2014-11-21T02:00:00+01:00;;;Macro;75009;"{""coordinates"": [2.346610500548076, 48.882951000274346], ""type"": ""Point""}";48.882951000274346,2.346610500548076
00000100U7;112/114, av kléber;ORANGE;2013-04-19T04:00:00+02:00;2013-11-22T02:00:00+01:00;2021-04-09T04:00:00+02:00;;Macro;75016;"{""coordinates"": [2.287755000367921, 48.86414100025817], ""type"": ""Point""}";48.86414100025817,2.287755000367921
00015045U5;187 avenue Daumesnil;ORANGE;2015-11-17T02:00:00+01:00;2015-11-17T02:00:00+01:00;;;Macro;75012;"{""coordinates"": [2.393262000229873, 48.840317999671306], ""type"": ""Point""}";48.840317999671306,2.393262000229873
00000062U7;27/29, rue de l'abbé groult;ORANGE;2013-04-22T04:00:00+02:00;2014-01-15T02:00:00+01:00;;;Macro;75015;"{""coordinates"": [2.294923500228168, 48.84168599991312], ""type"": ""Point""}";48.84168599991312,2.294923500228168
751436;7  ESPLANADE HENRI DE FRANCE;SFR;;;2021-05-17T04:00:00+02:00;;Indoor/Macro/NB-IOT;75015;"{""coordinates"": [2.270817000599457, 48.83900400035231], ""type"": ""Point""}";48.83900400035231,2.270817000599457
750073;134  RUE DE JAVEL;SFR;;;2021-03-19T02:00:00+01:00;;Macro/NB-IOT;75015;"{""coordinates"": [2.288619000243012, 48.84286500033758], ""type"": ""Point""}";48.84286500033758,2.288619000243012
750097;110  RUE MARCADET;SFR;;;2021-12-14T02:00:00+01:00;;Macro/NB-IOT;75018;"{""coordinates"": [2.343312000371538, 48.89128500039769], ""type"": ""Point""}";48.89128500039769,2.343312000371538
750307;13  RUE MARX DORMOY;SFR;;;2021-04-06T04:00:00+02:00;;Macro/NB-IOT;75018;"{""coordinates"": [2.359160999590741, 48.885426000423955], ""type"": ""Point""}";48.885426000423955,2.359160999590741
750310;79  RUE DU FAUBOURG POISSONNIERE;SFR;;;2021-04-07T04:00:00+02:00;;Macro/NB-IOT;75009;"{""coordinates"": [2.34838349937307, 48.87633599979311], ""type"": ""Point""}";48.87633599979311,2.34838349937307
750971;16 B RUE CAULAINCOURT;SFR;;;;;Macro/NB-IOT;75018;"{""coordinates"": [2.333024999545883, 48.88685699975482], ""type"": ""Point""}";48.88685699975482,2.333024999545883
751222;27  RUE DU COTENTIN;SFR;;;2021-10-06T04:00:00+02:00;;Macro/NB-IOT;75015;"{""coordinates"": [2.31296850009366, 48.83850900041787], ""type"": ""Point""}";48.83850900041787,2.31296850009366
751241;12  RUE BRUNESEAU;SFR;;;;;Macro/NB-IOT;75013;"{""coordinates"": [2.387218500427109, 48.82470300014332], ""type"": ""Point""}";48.82470300014332,2.387218500427109
751243;41  RUE DU CHAROLAIS;SFR;;;;;Macro/NB-IOT;75012;"{""coordinates"": [2.385103500549012, 48.84183899988114], ""type"": ""Point""}";48.84183899988114,2.385103500549012
751328;120  RUE ORDENER;SFR;;;;;Macro/NB-IOT;75018;"{""coordinates"": [2.339518499359955, 48.89330100038896], ""type"": ""Point""}";48.89330100038896,2.339518499359955
757309;134 Rue du Chevalleret;SFR;;;;;Macro/NB-IOT;75013;"{""coordinates"": [2.368507500223187, 48.83391899990001], ""type"": ""Point""}";48.83391899990001,2.368507500223187
T15398;50  rue  ETIENNE MARCEL;BOUYGUES;2016-04-21T04:00:00+02:00;;;;MACRO;75002;"{""coordinates"": [2.342443070626605, 48.86555018295682], ""type"": ""Point""}";48.86555018295682,2.342443070626605
T10500;55/57  boulevard  SAINT-GERMAIN;BOUYGUES;1999-02-05T02:00:00+01:00;;;;MACRO;75005;"{""coordinates"": [2.346967185026663, 48.85031303830373], ""type"": ""Point""}";48.85031303830373,2.346967185026663
T15203;12  boulevard  DES INVALIDES;BOUYGUES;2003-09-25T04:00:00+02:00;;;;MACRO;75007;"{""coordinates"": [2.314395107281442, 48.85326536587523], ""type"": ""Point""}";48.85326536587523,2.314395107281442
T96524;17 BOULEVARD MALESHERBES;BOUYGUES;2020-01-06T02:00:00+01:00;;;;MACRO;75008;"{""coordinates"": [2.321721000155258, 48.87185400000636], ""type"": ""Point""}";48.87185400000636,2.321721000155258
T10668;118  rue  LAFAYETTE;BOUYGUES;2000-08-03T04:00:00+02:00;;;;MACRO;75010;"{""coordinates"": [2.35228950050183, 48.87796499993921], ""type"": ""Point""}";48.87796499993921,2.35228950050183
T10643;5  place  D'ALIGRE;BOUYGUES;2000-05-09T04:00:00+02:00;;;;MACRO;75012;"{""coordinates"": [2.378029499918293, 48.849318000380016], ""type"": ""Point""}";48.849318000380016,2.378029499918293
T10139;105  boulevard  LEFEBVRE;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75015;"{""coordinates"": [2.2967744535605368, 48.82980109106194], ""type"": ""Point""}";48.82980109106194,2.2967744535605368
T16774;86  rue  DE LA TOUR;BOUYGUES;2015-06-02T04:00:00+02:00;;;;MACRO;75016;"{""coordinates"": [2.278834320683151, 48.861574149199654], ""type"": ""Point""}";48.861574149199654,2.278834320683151
T96165;124 BOULEVARD ROCHECHOUART;BOUYGUES;2019-09-05T04:00:00+02:00;;;;MACRO;75018;"{""coordinates"": [2.33983800000225, 48.882266999929634], ""type"": ""Point""}";48.882266999929634,2.33983800000225
T19471;50 AVENUE DE LA PORTE DES POISSONNIERS;BOUYGUES;2020-02-18T02:00:00+01:00;;;;MACRO;75018;"{""coordinates"": [2.352357000543492, 48.900393000110356], ""type"": ""Point""}";48.900393000110356,2.352357000543492
T10909;148-150  boulevard  DE LA VILLETTE;BOUYGUES;1998-03-17T02:00:00+01:00;;;;MACRO;75019;"{""coordinates"": [2.370559500422046, 48.879792000340025], ""type"": ""Point""}";48.879792000340025,2.370559500422046
T10632;13-17  rue  BOYER;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75020;"{""coordinates"": [2.392280999670958, 48.86812800005867], ""type"": ""Point""}";48.86812800005867,2.392280999670958
T10655;4  rue  DES FOUGERES;BOUYGUES;1996-05-31T04:00:00+02:00;;;;MACRO;75020;"{""coordinates"": [2.41083450044235, 48.87170099976099], ""type"": ""Point""}";48.87170099976099,2.41083450044235
T15836;165  rue  PELLEPORT;BOUYGUES;1999-12-16T02:00:00+01:00;;;;MACRO;75020;"{""coordinates"": [2.397789000581405, 48.87473399968712], ""type"": ""Point""}";48.87473399968712,2.397789000581405
00000411U7;55, rue vergniaud;ORANGE;2011-04-07T04:00:00+02:00;2013-06-26T04:00:00+02:00;;;Macro;75013;"{""coordinates"": [2.345391000231396, 48.82616099989519], ""type"": ""Point""}";48.82616099989519,2.345391000231396
00023916U5;Hopital TENON 4 rue de la Chine;ORANGE;2012-02-01T02:00:00+01:00;2013-06-13T04:00:00+02:00;;;Macro;75020;"{""coordinates"": [2.400763500471044, 48.86571600043485], ""type"": ""Point""}";48.86571600043485,2.400763500471044
00007979U5;11 rue de tourtille;ORANGE;2011-01-24T02:00:00+01:00;2013-06-21T04:00:00+02:00;2021-03-15T02:00:00+01:00;;Macro;75020;"{""coordinates"": [2.381494500639965, 48.870711000292886], ""type"": ""Point""}";48.870711000292886,2.381494500639965
00000205U8;48, bd serurier;ORANGE;2012-07-18T04:00:00+02:00;2018-01-15T02:00:00+01:00;2020-12-14T02:00:00+01:00;;Macro;75019;"{""coordinates"": [2.402555919030321, 48.878644090987066], ""type"": ""Point""}";48.878644090987066,2.402555919030321
00000041U8;12 Av Maurice RAVEL;ORANGE;2015-12-22T02:00:00+01:00;2015-12-21T02:00:00+01:00;;;Macro;75012;"{""coordinates"": [2.411676000201046, 48.84230700031767], ""type"": ""Point""}";48.84230700031767,2.411676000201046
00000044U8;35/37, rue fessart;ORANGE;2011-05-30T04:00:00+02:00;2013-08-12T04:00:00+02:00;;;Macro;75019;"{""coordinates"": [2.385018000255725, 48.87669600001759], ""type"": ""Point""}";48.87669600001759,2.385018000255725
00080036U7;107, av de la bourdonnais;ORANGE;2004-02-26T02:00:00+01:00;2013-08-01T04:00:00+02:00;;;Macro;75007;"{""coordinates"": [2.304270000075941, 48.85516799975502], ""type"": ""Point""}";48.85516799975502,2.304270000075941
00000074U7;32/34, rue chardon lagache;ORANGE;2013-05-02T04:00:00+02:00;2013-05-24T04:00:00+02:00;;;Macro;75016;"{""coordinates"": [2.265596999900353, 48.844070999579735], ""type"": ""Point""}";48.844070999579735,2.265596999900353
00000207U8;17, rue turot turot 2;ORANGE;2011-05-24T04:00:00+02:00;2014-05-16T04:00:00+02:00;;;Macro;75019;"{""coordinates"": [2.373754499971587, 48.87686700041279], ""type"": ""Point""}";48.87686700041279,2.373754499971587
00000114U8;1, rue de berne;ORANGE;2013-05-29T04:00:00+02:00;2016-07-22T04:00:00+02:00;;;Macro;75008;"{""coordinates"": [2.323961999768034, 48.879971999875124], ""type"": ""Point""}";48.879971999875124,2.323961999768034
00000108U7;48, avenue Foch OSMSLA_FOCH-PICHAT_EADS;ORANGE;2015-02-16T02:00:00+01:00;2015-02-16T02:00:00+01:00;;;Macro;75016;"{""coordinates"": [2.285405999713264, 48.87333000028118], ""type"": ""Point""}";48.87333000028118,2.285405999713264
00000137U7;4, rue de la Cité;ORANGE;2012-11-29T02:00:00+01:00;2013-09-05T04:00:00+02:00;;;Macro;75004;"{""coordinates"": [2.347298999350821, 48.854186999990496], ""type"": ""Point""}";48.854186999990496,2.347298999350821
00000076U7;15, rue erlanger;ORANGE;2013-10-07T04:00:00+02:00;2018-11-29T02:00:00+01:00;2020-12-18T02:00:00+01:00;;Macro;75016;"{""coordinates"": [2.261659499787077, 48.846914999629284], ""type"": ""Point""}";48.846914999629284,2.261659499787077
00000065U7;55, rue du montparnasse;ORANGE;2012-02-03T02:00:00+01:00;2013-04-10T04:00:00+02:00;2021-04-16T04:00:00+02:00;;Macro;75014;"{""coordinates"": [2.325681000314708, 48.842090999982815], ""type"": ""Point""}";48.842090999982815,2.325681000314708
00000127U8;17, rue cugnot;ORANGE;2013-09-12T04:00:00+02:00;2014-07-17T04:00:00+02:00;;;Macro;75018;"{""coordinates"": [2.365262999986684, 48.892212000350234], ""type"": ""Point""}";48.892212000350234,2.365262999986684
00000224U8;31, rue de la chapelle;ORANGE;2011-05-20T04:00:00+02:00;2013-06-24T04:00:00+02:00;2021-03-19T02:00:00+01:00;;Macro;75018;"{""coordinates"": [2.359601999556916, 48.89246400019376], ""type"": ""Point""}";48.89246400019376,2.359601999556916
00000026U8;64 Boulevard Magenta;ORANGE;2011-04-21T04:00:00+02:00;2013-12-27T02:00:00+01:00;;;Macro;75010;"{""coordinates"": [2.358218703495916, 48.87416352855926], ""type"": ""Point""}";48.87416352855926,2.358218703495916
00006619U5;2 Impasse des Orteaux;ORANGE;2011-06-17T04:00:00+02:00;2013-07-17T04:00:00+02:00;;;Macro;75020;"{""coordinates"": [2.3993054997024332, 48.856310999672814], ""type"": ""Point""}";48.856310999672814,2.3993054997024332
00000237U8;15, rue bichat;ORANGE;2011-02-07T02:00:00+01:00;2019-12-10T02:00:00+01:00;;;Macro;75010;"{""coordinates"": [2.368566000296172, 48.87053100009854], ""type"": ""Point""}";48.87053100009854,2.368566000296172
00032372U5;2 Rue Crillon;ORANGE;2017-10-25T04:00:00+02:00;2017-10-26T04:00:00+02:00;;;Macro;75004;"{""coordinates"": [2.365222500289706, 48.84840899975169], ""type"": ""Point""}";48.84840899975169,2.365222500289706
